geography_code,total_pop,date,geography,value,cob_region,cob,percs
E12000003,5480772,2021,Yorkshire and The Humber,6694,Middle East and Asia,Philippines,0.12
E12000004,4880054,2021,East Midlands,6596,Middle East and Asia,Philippines,0.14
E12000005,5950757,2021,West Midlands,8869,Middle East and Asia,Philippines,0.15
E12000006,6335077,2021,East of England,18065,Middle East and Asia,Philippines,0.29
E12000007,8799725,2021,London,54930,Middle East and Asia,Philippines,0.62
E12000008,9278064,2021,South East,28291,Middle East and Asia,Philippines,0.3
E12000009,5701188,2021,South West,12053,Middle East and Asia,Philippines,0.21
E12000001,2647004,2021,North East,1130,Middle East and Asia,Singapore,0.04
E12000002,7417398,2021,North West,2432,Middle East and Asia,Singapore,0.03
E12000003,5480772,2021,Yorkshire and The Humber,2279,Middle East and Asia,Singapore,0.04
E12000004,4880054,2021,East Midlands,2436,Middle East and Asia,Singapore,0.05
E12000005,5950757,2021,West Midlands,2200,Middle East and Asia,Singapore,0.04
E12000006,6335077,2021,East of England,4193,Middle East and Asia,Singapore,0.07
E12000007,8799725,2021,London,10357,Middle East and Asia,Singapore,0.12
E12000008,9278064,2021,South East,9163,Middle East and Asia,Singapore,0.1
E12000009,5701188,2021,South West,5447,Middle East and Asia,Singapore,0.1
E12000001,2647004,2021,North East,1472,Middle East and Asia,Afghanistan,0.06
E12000002,7417398,2021,North West,5871,Middle East and Asia,Afghanistan,0.08
E12000003,5480772,2021,Yorkshire and The Humber,3825,Middle East and Asia,Afghanistan,0.07
E12000004,4880054,2021,East Midlands,3278,Middle East and Asia,Afghanistan,0.07
E12000005,5950757,2021,West Midlands,9958,Middle East and Asia,Afghanistan,0.17
E12000006,6335077,2021,East of England,3943,Middle East and Asia,Afghanistan,0.06
E12000007,8799725,2021,London,47706,Middle East and Asia,Afghanistan,0.54
E12000008,9278064,2021,South East,7311,Middle East and Asia,Afghanistan,0.08
E12000009,5701188,2021,South West,1514,Middle East and Asia,Afghanistan,0.03
E12000001,2647004,2021,North East,6739,Middle East and Asia,Bangladesh,0.25
E12000002,7417398,2021,North West,23876,Middle East and Asia,Bangladesh,0.32
E12000003,5480772,2021,Yorkshire and The Humber,11068,Middle East and Asia,Bangladesh,0.2
E12000004,4880054,2021,East Midlands,9054,Middle East and Asia,Bangladesh,0.19
E12000005,5950757,2021,West Midlands,30453,Middle East and Asia,Bangladesh,0.51
E12000006,6335077,2021,East of England,21677,Middle East and Asia,Bangladesh,0.34
E12000007,8799725,2021,London,138895,Middle East and Asia,Bangladesh,1.58
E12000008,9278064,2021,South East,18440,Middle East and Asia,Bangladesh,0.2
E12000009,5701188,2021,South West,6085,Middle East and Asia,Bangladesh,0.11
E12000001,2647004,2021,North East,13868,Middle East and Asia,India,0.52
E12000002,7417398,2021,North West,60180,Middle East and Asia,India,0.81
E12000003,5480772,2021,Yorkshire and The Humber,37179,Middle East and Asia,India,0.68
E12000004,4880054,2021,East Midlands,102948,Middle East and Asia,India,2.11
E12000005,5950757,2021,West Midlands,127319,Middle East and Asia,India,2.14
E12000006,6335077,2021,East of England,69472,Middle East and Asia,India,1.1
E12000007,8799725,2021,London,322644,Middle East and Asia,India,3.67
E12000008,9278064,2021,South East,132608,Middle East and Asia,India,1.43
E12000009,5701188,2021,South West,40742,Middle East and Asia,India,0.71
E12000001,2647004,2021,North East,340,Middle East and Asia,Other Southern Asia,0.01
E12000002,7417398,2021,North West,1704,Middle East and Asia,Other Southern Asia,0.02
E12000003,5480772,2021,Yorkshire and The Humber,2958,Middle East and Asia,Other Southern Asia,0.05
E12000004,4880054,2021,East Midlands,2007,Middle East and Asia,Other Southern Asia,0.04
E12000005,5950757,2021,West Midlands,4207,Middle East and Asia,Other Southern Asia,0.07
E12000006,6335077,2021,East of England,3637,Middle East and Asia,Other Southern Asia,0.06
E12000007,8799725,2021,London,22977,Middle East and Asia,Other Southern Asia,0.26
E12000008,9278064,2021,South East,34105,Middle East and Asia,Other Southern Asia,0.37
E12000009,5701188,2021,South West,6529,Middle East and Asia,Other Southern Asia,0.11
E12000001,2647004,2021,North East,9971,Middle East and Asia,Pakistan,0.38
E12000002,7417398,2021,North West,125110,Middle East and Asia,Pakistan,1.69
E12000003,5480772,2021,Yorkshire and The Humber,100202,Middle East and Asia,Pakistan,1.83
E12000004,4880054,2021,East Midlands,28771,Middle East and Asia,Pakistan,0.59
E12000005,5950757,2021,West Midlands,112441,Middle East and Asia,Pakistan,1.89
E12000006,6335077,2021,East of England,41421,Middle East and Asia,Pakistan,0.65
E12000007,8799725,2021,London,129774,Middle East and Asia,Pakistan,1.47
E12000008,9278064,2021,South East,60610,Middle East and Asia,Pakistan,0.65
E12000009,5701188,2021,South West,8154,Middle East and Asia,Pakistan,0.14
E12000001,2647004,2021,North East,1568,Middle East and Asia,Sri Lanka,0.06
E12000002,7417398,2021,North West,6049,Middle East and Asia,Sri Lanka,0.08
E12000003,5480772,2021,Yorkshire and The Humber,2858,Middle East and Asia,Sri Lanka,0.05
E12000004,4880054,2021,East Midlands,6333,Middle East and Asia,Sri Lanka,0.13
E12000005,5950757,2021,West Midlands,7623,Middle East and Asia,Sri Lanka,0.13
E12000006,6335077,2021,East of England,13159,Middle East and Asia,Sri Lanka,0.21
E12000007,8799725,2021,London,80379,Middle East and Asia,Sri Lanka,0.91
E12000008,9278064,2021,South East,20164,Middle East and Asia,Sri Lanka,0.22
E12000009,5701188,2021,South West,3728,Middle East and Asia,Sri Lanka,0.07
E12000001,2647004,2021,North East,1,Other,Other,0
E12000002,7417398,2021,North West,8,Other,Other,0
E12000003,5480772,2021,Yorkshire and The Humber,4,Other,Other,0
E12000004,4880054,2021,East Midlands,7,Other,Other,0
E12000005,5950757,2021,West Midlands,7,Other,Other,0
E12000006,6335077,2021,East of England,11,Other,Other,0
E12000007,8799725,2021,London,21,Other,Other,0
E12000008,9278064,2021,South East,19,Other,Other,0
E12000009,5701188,2021,South West,5,Other,Other,0
E12000001,2647004,2021,North East,888,The Americas and the Caribbean,All Central American countries,0.03
E12000002,7417398,2021,North West,2324,The Americas and the Caribbean,All Central American countries,0.03
E12000003,5480772,2021,Yorkshire and The Humber,1593,The Americas and the Caribbean,All Central American countries,0.03
E12000004,4880054,2021,East Midlands,1031,The Americas and the Caribbean,All Central American countries,0.02
E12000005,5950757,2021,West Midlands,1288,The Americas and the Caribbean,All Central American countries,0.02
E12000006,6335077,2021,East of England,1995,The Americas and the Caribbean,All Central American countries,0.03
E12000007,8799725,2021,London,8331,The Americas and the Caribbean,All Central American countries,0.09
E12000008,9278064,2021,South East,3697,The Americas and the Caribbean,All Central American countries,0.04
E12000009,5701188,2021,South West,1785,The Americas and the Caribbean,All Central American countries,0.03
E12000001,2647004,2021,North East,1691,The Americas and the Caribbean,Canada,0.06
E12000002,7417398,2021,North West,5088,The Americas and the Caribbean,Canada,0.07
E12000003,5480772,2021,Yorkshire and The Humber,3577,The Americas and the Caribbean,Canada,0.07
E12000004,4880054,2021,East Midlands,3377,The Americas and the Caribbean,Canada,0.07
E12000005,5950757,2021,West Midlands,3653,The Americas and the Caribbean,Canada,0.06
E12000006,6335077,2021,East of England,6618,The Americas and the Caribbean,Canada,0.1
E12000007,8799725,2021,London,21772,The Americas and the Caribbean,Canada,0.25
E12000008,9278064,2021,South East,13992,The Americas and the Caribbean,Canada,0.15
E12000009,5701188,2021,South West,7079,The Americas and the Caribbean,Canada,0.12
E12000001,2647004,2021,North East,116,The Americas and the Caribbean,Other North America,0
E12000002,7417398,2021,North West,825,The Americas and the Caribbean,Other North America,0.01
E12000003,5480772,2021,Yorkshire and The Humber,438,The Americas and the Caribbean,Other North America,0.01
E12000004,4880054,2021,East Midlands,620,The Americas and the Caribbean,Other North America,0.01
E12000005,5950757,2021,West Midlands,509,The Americas and the Caribbean,Other North America,0.01
E12000006,6335077,2021,East of England,469,The Americas and the Caribbean,Other North America,0.01
E12000007,8799725,2021,London,1027,The Americas and the Caribbean,Other North America,0.01
E12000008,9278064,2021,South East,1153,The Americas and the Caribbean,Other North America,0.01
E12000009,5701188,2021,South West,629,The Americas and the Caribbean,Other North America,0.01
E12000001,2647004,2021,North East,3460,The Americas and the Caribbean,United States,0.13
E12000002,7417398,2021,North West,10995,The Americas and the Caribbean,United States,0.15
E12000003,5480772,2021,Yorkshire and The Humber,8818,The Americas and the Caribbean,United States,0.16
E12000004,4880054,2021,East Midlands,9039,The Americas and the Caribbean,United States,0.19
E12000005,5950757,2021,West Midlands,8221,The Americas and the Caribbean,United States,0.14
E12000006,6335077,2021,East of England,35388,The Americas and the Caribbean,United States,0.56
E12000007,8799725,2021,London,71127,The Americas and the Caribbean,United States,0.81
E12000008,9278064,2021,South East,35828,The Americas and the Caribbean,United States,0.39
E12000009,5701188,2021,South West,15779,The Americas and the Caribbean,United States,0.28
E12000001,2647004,2021,North East,2188,The Americas and the Caribbean,All South American countries,0.08
E12000002,7417398,2021,North West,14842,The Americas and the Caribbean,All South American countries,0.2
E12000003,5480772,2021,Yorkshire and The Humber,6032,The Americas and the Caribbean,All South American countries,0.11
E12000004,4880054,2021,East Midlands,6402,The Americas and the Caribbean,All South American countries,0.13
E12000005,5950757,2021,West Midlands,8114,The Americas and the Caribbean,All South American countries,0.14
E12000006,6335077,2021,East of England,17240,The Americas and the Caribbean,All South American countries,0.27
E12000007,8799725,2021,London,142318,The Americas and the Caribbean,All South American countries,1.62
E12000008,9278064,2021,South East,36775,The Americas and the Caribbean,All South American countries,0.4
E12000009,5701188,2021,South West,17342,The Americas and the Caribbean,All South American countries,0.3
E12000001,2647004,2021,North East,309,The Americas and the Caribbean,Jamaica,0.01
E12000002,7417398,2021,North West,6009,The Americas and the Caribbean,Jamaica,0.08
E12000003,5480772,2021,Yorkshire and The Humber,4850,The Americas and the Caribbean,Jamaica,0.09
E12000004,4880054,2021,East Midlands,7608,The Americas and the Caribbean,Jamaica,0.16
E12000005,5950757,2021,West Midlands,24570,The Americas and the Caribbean,Jamaica,0.41
E12000006,6335077,2021,East of England,8343,The Americas and the Caribbean,Jamaica,0.13
E12000007,8799725,2021,London,75676,The Americas and the Caribbean,Jamaica,0.86
E12000008,9278064,2021,South East,8299,The Americas and the Caribbean,Jamaica,0.09
E12000009,5701188,2021,South West,5627,The Americas and the Caribbean,Jamaica,0.1
E12000001,2647004,2021,North East,756,The Americas and the Caribbean,Other Caribbean,0.03
E12000002,7417398,2021,North West,4919,The Americas and the Caribbean,Other Caribbean,0.07
E12000003,5480772,2021,Yorkshire and The Humber,4818,The Americas and the Caribbean,Other Caribbean,0.09
E12000004,4880054,2021,East Midlands,5061,The Americas and the Caribbean,Other Caribbean,0.1
E12000005,5950757,2021,West Midlands,7986,The Americas and the Caribbean,Other Caribbean,0.13
E12000006,6335077,2021,East of England,8811,The Americas and the Caribbean,Other Caribbean,0.14
E12000007,8799725,2021,London,52613,The Americas and the Caribbean,Other Caribbean,0.6
E12000008,9278064,2021,South East,14081,The Americas and the Caribbean,Other Caribbean,0.15
E12000009,5701188,2021,South West,4190,The Americas and the Caribbean,Other Caribbean,0.07
