orig_names_21,plot_name_21,date,geography,geography_code,Rural_Urban,total_pop,value,cob_region,cob,percs
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Bexley,E09000004,Total,231997,925,Africa,Other Central and Western Africa,0.4
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Brent,E09000005,Total,311215,2038,Africa,Other Central and Western Africa,0.65
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Bromley,E09000006,Total,309392,931,Africa,Other Central and Western Africa,0.3
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Croydon,E09000008,Total,363378,3260,Africa,Other Central and Western Africa,0.9
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Ealing,E09000009,Total,338449,911,Africa,Other Central and Western Africa,0.27
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Enfield,E09000010,Total,312466,3144,Africa,Other Central and Western Africa,1.01
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Greenwich,E09000011,Total,254557,2852,Africa,Other Central and Western Africa,1.12
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Harrow,E09000015,Total,239056,619,Africa,Other Central and Western Africa,0.26
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Havering,E09000016,Total,237232,430,Africa,Other Central and Western Africa,0.18
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Hillingdon,E09000017,Total,273936,758,Africa,Other Central and Western Africa,0.28
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Hounslow,E09000018,Total,253957,831,Africa,Other Central and Western Africa,0.33
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Kingston upon Thames,E09000021,Total,160060,356,Africa,Other Central and Western Africa,0.22
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Merton,E09000024,Total,199693,885,Africa,Other Central and Western Africa,0.44
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Redbridge,E09000026,Total,278970,1286,Africa,Other Central and Western Africa,0.46
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Richmond upon Thames,E09000027,Total,186990,269,Africa,Other Central and Western Africa,0.14
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Sutton,E09000029,Total,190146,490,Africa,Other Central and Western Africa,0.26
Africa: Central and Western Africa: Other Central and Western Africa,Other Central and Western Africa,2011,Waltham Forest,E09000031,Total,258249,2045,Africa,Other Central and Western Africa,0.79
Africa: North Africa,North Africa,2011,Camden,E09000007,Total,220338,1987,Africa,North Africa,0.9
Africa: North Africa,North Africa,2011,City of London,E09000001,Total,7375,49,Africa,North Africa,0.66
Africa: North Africa,North Africa,2011,Hackney,E09000012,Total,246270,1446,Africa,North Africa,0.59
Africa: North Africa,North Africa,2011,Hammersmith and Fulham,E09000013,Total,182493,2425,Africa,North Africa,1.33
Africa: North Africa,North Africa,2011,Haringey,E09000014,Total,254926,1728,Africa,North Africa,0.68
Africa: North Africa,North Africa,2011,Islington,E09000019,Total,206125,1484,Africa,North Africa,0.72
Africa: North Africa,North Africa,2011,Kensington and Chelsea,E09000020,Total,158649,3430,Africa,North Africa,2.16
Africa: North Africa,North Africa,2011,Lambeth,E09000022,Total,303086,1756,Africa,North Africa,0.58
Africa: North Africa,North Africa,2011,Lewisham,E09000023,Total,275885,1180,Africa,North Africa,0.43
Africa: North Africa,North Africa,2011,Newham,E09000025,Total,307984,1644,Africa,North Africa,0.53
Africa: North Africa,North Africa,2011,Southwark,E09000028,Total,288283,2063,Africa,North Africa,0.72
Africa: North Africa,North Africa,2011,Tower Hamlets,E09000030,Total,254096,1509,Africa,North Africa,0.59
Africa: North Africa,North Africa,2011,Wandsworth,E09000032,Total,306995,1634,Africa,North Africa,0.53
Africa: North Africa,North Africa,2011,Westminster,E09000033,Total,219396,5702,Africa,North Africa,2.6
Africa: North Africa,North Africa,2011,Barking and Dagenham,E09000002,Total,185911,674,Africa,North Africa,0.36
Africa: North Africa,North Africa,2011,Barnet,E09000003,Total,356386,2549,Africa,North Africa,0.72
Africa: North Africa,North Africa,2011,Bexley,E09000004,Total,231997,317,Africa,North Africa,0.14
Africa: North Africa,North Africa,2011,Brent,E09000005,Total,311215,3591,Africa,North Africa,1.15
Africa: North Africa,North Africa,2011,Bromley,E09000006,Total,309392,787,Africa,North Africa,0.25
Africa: North Africa,North Africa,2011,Croydon,E09000008,Total,363378,1312,Africa,North Africa,0.36
Africa: North Africa,North Africa,2011,Ealing,E09000009,Total,338449,2757,Africa,North Africa,0.81
Africa: North Africa,North Africa,2011,Enfield,E09000010,Total,312466,1248,Africa,North Africa,0.4
Africa: North Africa,North Africa,2011,Greenwich,E09000011,Total,254557,789,Africa,North Africa,0.31
Africa: North Africa,North Africa,2011,Harrow,E09000015,Total,239056,1030,Africa,North Africa,0.43
Africa: North Africa,North Africa,2011,Havering,E09000016,Total,237232,286,Africa,North Africa,0.12
Africa: North Africa,North Africa,2011,Hillingdon,E09000017,Total,273936,1165,Africa,North Africa,0.43
Africa: North Africa,North Africa,2011,Hounslow,E09000018,Total,253957,2014,Africa,North Africa,0.79
Africa: North Africa,North Africa,2011,Kingston upon Thames,E09000021,Total,160060,697,Africa,North Africa,0.44
Africa: North Africa,North Africa,2011,Merton,E09000024,Total,199693,831,Africa,North Africa,0.42
Africa: North Africa,North Africa,2011,Redbridge,E09000026,Total,278970,915,Africa,North Africa,0.33
Africa: North Africa,North Africa,2011,Richmond upon Thames,E09000027,Total,186990,715,Africa,North Africa,0.38
Africa: North Africa,North Africa,2011,Sutton,E09000029,Total,190146,476,Africa,North Africa,0.25
Africa: North Africa,North Africa,2011,Waltham Forest,E09000031,Total,258249,2608,Africa,North Africa,1.01
Africa: South and Eastern Africa: Kenya,Kenya,2011,Camden,E09000007,Total,220338,549,Africa,Kenya,0.25
Africa: South and Eastern Africa: Kenya,Kenya,2011,City of London,E09000001,Total,7375,19,Africa,Kenya,0.26
Africa: South and Eastern Africa: Kenya,Kenya,2011,Hackney,E09000012,Total,246270,459,Africa,Kenya,0.19
Africa: South and Eastern Africa: Kenya,Kenya,2011,Hammersmith and Fulham,E09000013,Total,182493,443,Africa,Kenya,0.24
Africa: South and Eastern Africa: Kenya,Kenya,2011,Haringey,E09000014,Total,254926,867,Africa,Kenya,0.34
Africa: South and Eastern Africa: Kenya,Kenya,2011,Islington,E09000019,Total,206125,456,Africa,Kenya,0.22
Africa: South and Eastern Africa: Kenya,Kenya,2011,Kensington and Chelsea,E09000020,Total,158649,359,Africa,Kenya,0.23
Africa: South and Eastern Africa: Kenya,Kenya,2011,Lambeth,E09000022,Total,303086,851,Africa,Kenya,0.28
Africa: South and Eastern Africa: Kenya,Kenya,2011,Lewisham,E09000023,Total,275885,687,Africa,Kenya,0.25
Africa: South and Eastern Africa: Kenya,Kenya,2011,Newham,E09000025,Total,307984,2155,Africa,Kenya,0.7
Africa: South and Eastern Africa: Kenya,Kenya,2011,Southwark,E09000028,Total,288283,710,Africa,Kenya,0.25
Africa: South and Eastern Africa: Kenya,Kenya,2011,Tower Hamlets,E09000030,Total,254096,415,Africa,Kenya,0.16
Africa: South and Eastern Africa: Kenya,Kenya,2011,Wandsworth,E09000032,Total,306995,1323,Africa,Kenya,0.43
Africa: South and Eastern Africa: Kenya,Kenya,2011,Westminster,E09000033,Total,219396,692,Africa,Kenya,0.32
Africa: South and Eastern Africa: Kenya,Kenya,2011,Barking and Dagenham,E09000002,Total,185911,897,Africa,Kenya,0.48
Africa: South and Eastern Africa: Kenya,Kenya,2011,Barnet,E09000003,Total,356386,4930,Africa,Kenya,1.38
Africa: South and Eastern Africa: Kenya,Kenya,2011,Bexley,E09000004,Total,231997,835,Africa,Kenya,0.36
Africa: South and Eastern Africa: Kenya,Kenya,2011,Brent,E09000005,Total,311215,7382,Africa,Kenya,2.37
Africa: South and Eastern Africa: Kenya,Kenya,2011,Bromley,E09000006,Total,309392,832,Africa,Kenya,0.27
Africa: South and Eastern Africa: Kenya,Kenya,2011,Croydon,E09000008,Total,363378,3390,Africa,Kenya,0.93
Africa: South and Eastern Africa: Kenya,Kenya,2011,Ealing,E09000009,Total,338449,4404,Africa,Kenya,1.3
