date,geography,geography_code,total_pop,value,cob_region,cob,percs
2021,East Midlands,E12000004,4880054,7608,The Americas and the Caribbean,Jamaica,0.16
2021,West Midlands,E12000005,5950757,24570,The Americas and the Caribbean,Jamaica,0.41
2021,East of England,E12000006,6335077,8343,The Americas and the Caribbean,Jamaica,0.13
2021,London,E12000007,8799725,75676,The Americas and the Caribbean,Jamaica,0.86
2021,South East,E12000008,9278064,8299,The Americas and the Caribbean,Jamaica,0.09
2021,South West,E12000009,5701188,5627,The Americas and the Caribbean,Jamaica,0.1
2021,North East,E12000001,2647004,756,The Americas and the Caribbean,Other Caribbean,0.03
2021,North West,E12000002,7417398,4919,The Americas and the Caribbean,Other Caribbean,0.07
2021,Yorkshire and The Humber,E12000003,5480772,4818,The Americas and the Caribbean,Other Caribbean,0.09
2021,East Midlands,E12000004,4880054,5061,The Americas and the Caribbean,Other Caribbean,0.1
2021,West Midlands,E12000005,5950757,7986,The Americas and the Caribbean,Other Caribbean,0.13
2021,East of England,E12000006,6335077,8811,The Americas and the Caribbean,Other Caribbean,0.14
2021,London,E12000007,8799725,52613,The Americas and the Caribbean,Other Caribbean,0.6
2021,South East,E12000008,9278064,14081,The Americas and the Caribbean,Other Caribbean,0.15
2021,South West,E12000009,5701188,4190,The Americas and the Caribbean,Other Caribbean,0.07
